CASEID,G1NUMBER,H1JEALUS,H2LIMIT,H3KNOWNG,J1HIT,J2THROWN,J3PUSH,J4SLAP,J5KICK,J6OBJECT,J7BEAT,J8CHOKE,J9KNIFE,J10GUN,J11SEX,POWER,HARASS,B1AGE,AGEDISP,STDETAI,SAMESEXR,N11DRUGS,N12ALCHL,N13SUHIM,N16CHILD,N17ARRST,N1FRQNCY,N2SVRITY,N3WEAPON,N4CHOKE,N5SEX,N6CONTRL,N8JEALUS,N10CPBLE
508547,9999,1,1,1,1,2,1,1,1,2,1,1,1,2,2,4,6,38,4,2,9999,1,2,2,2,1,2,1,1,1,1,1,1,1
508551,9999,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,3,42,4,2,9999,2,1,2,2,2,1,1,1,2,2,1,1,1
508553,9999,1,1,1,1,2,1,2,2,2,2,2,2,2,2,5,0,62,1,2,9999,2,1,2,2,1,2,2,2,2,2,1,2,1
508573,9999,1,1,2,2,2,1,2,1,2,2,2,2,2,2,3,1,40,1,1,9999,2,2,2,2,1,2,1,2,2,2,2,2,2
508583,9999,1,1,1,1,2,1,1,1,2,2,1,2,2,2,5,3,41,6,2,9999,2,2,2,888,888,1,1,1,1,2,1,2,1
508584,9999,1,2,1,2,2,1,2,1,2,2,2,2,2,2,4,4,21,5,1,9999,2,1,2,2,2,2,2,2,2,2,1,1,1
508585,9999,1,1,1,2,1,1,2,2,2,2,2,2,2,2,5,9,33,1,5,9999,1,1,1,2,1,2,2,1,1,2,1,1,2
508586,9999,1,1,1,2,1,1,2,2,1,2,2,2,2,2,5,5,36,5,1,9999,2,1,2,2,1,2,2,2,2,2,1,2,1
508600,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,6,37,6,2,9999,888,1,2,2,1,1,1,1,1,1,1,1,1
508645,9999,1,1,1,1,2,2,1,1,2,1,2,2,2,2,5,9,47,3,2,9999,1,1,1,2,1,2,1,2,2,1,1,1,1
508650,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,9,28,1,2,9999,1,2,2,2,1,1,1,2,1,1,1,2,2
508653,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,37,1,2,9999,1,1,2,2,1,1,1,1,1,1,1,1,1
508657,9999,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,4,31,4,1,9999,1,1,2,2,1,2,2,1,1,1,1,1,1
508659,9999,1,1,1,1,1,1,1,1,2,1,1,1,2,2,5,9,22,4,1,9999,2,1,1,2,1,1,1,2,1,2,1,1,2
508685,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,11,38,1,2,9999,2,1,2,2,1,2,1,1,1,1,1,1,1
508692,9999,1,1,1,2,2,1,2,2,2,2,2,2,2,2,5,3,54,1,2,9999,2,1,2,1,1,2,2,2,2,1,1,2,2
509309,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,38,5,2,9999,1,2,2,2,888,3,3,3,3,3,3,3,3
509513,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,20,5,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
509579,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,35,1,2,9999,2,2,2,2,888,3,3,3,3,3,3,3,3
509582,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,45,1,2,9999,2,1,2,2,2,3,3,3,3,3,3,3,3
509680,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,47,4,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
608259,9999,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,21,1,5,9999,2,2,2,2,1,2,2,2,2,2,2,2,2
618169,9999,1,1,1,1,1,1,1,2,2,2,2,2,2,2,4,8,47,3,1,9999,2,1,2,2,1,1,1,2,2,2,1,1,1
618236,9999,1,1,1,1,2,1,1,1,2,1,1,2,2,2,5,5,23,1,5,9999,1,1,2,2,1,1,2,2,1,2,1,1,2
618256,9999,1,2,1,2,2,1,1,2,2,1,1,2,2,2,3,3,20,5,5,9999,2,2,2,2,2,1,1,2,2,2,1,1,2
618260,9999,1,2,1,2,1,1,1,1,2,1,1,1,2,2,4,12,24,1,5,9999,1,1,1,2,1,1,1,1,1,2,1,1,1
618318,9999,1,1,1,1,2,1,1,1,2,2,2,2,2,1,4,3,32,2,1,9999,2,2,2,2,2,2,2,2,2,1,1,2,2
618320,9999,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,37,5,5,9999,2,1,2,2,2,2,2,2,2,2,1,2,2
618321,9999,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,7,33,5,2,9999,1,1,1,2,1,1,1,1,1,1,1,1,1
618346,9999,1,1,1,2,2,1,1,1,2,2,2,2,2,2,5,5,29,1,5,9999,2,2,2,2,2,1,1,2,2,2,1,1,2
618355,9999,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,23,1,5,9999,1,2,1,2,1,2,2,2,2,2,2,2,2
618357,9999,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,29,5,2,9999,2,2,1,2,1,2,2,2,2,2,2,2,2
618360,9999,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,26,1,5,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
618374,9999,1,1,1,2,1,1,1,2,2,2,2,2,2,1,3,4,25,1,5,9999,2,1,2,2,1,1,1,2,2,1,1,1,2
618449,9999,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,4,29,4,5,9999,2,2,2,2,2,2,2,2,2,2,1,1,2
618452,9999,1,2,1,1,2,1,1,2,2,2,2,2,2,2,3,4,24,4,5,9999,2,1,1,2,1,1,1,1,2,2,1,1,1
618466,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,40,4,3,9999,2,2,2,2,2,2,2,2,2,1,2,2,2
618534,9999,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,24,1,1,9999,2,2,2,2,2,2,2,2,1,2,1,2,2
618535,9999,1,1,1,1,1,1,1,2,2,2,1,2,2,2,4,8,28,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,888
618591,9999,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,23,1,5,9999,2,2,2,2,2,1,1,1,2,1,2,2,1
618594,9999,1,1,1,1,2,1,1,2,2,2,1,1,2,1,3,10,25,1,5,9999,2,2,1,2,2,2,1,1,1,1,1,1,1
618701,9999,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,30,4,5,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
618702,999,1,1,1,2,2,1,2,2,2,2,2,2,2,2,3,1,32,4,5,9999,2,2,2,2,2,1,1,2,2,2,1,1,2
619084,9999,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,0,26,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
619139,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,23,1,5,9999,1,1,2,2,2,3,3,3,3,3,3,3,3
619234,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,45,1,5,9999,2,1,2,2,2,3,3,3,3,3,3,3,3
619361,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,33,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
619362,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,33,1,3,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
619375,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,27,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
619376,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,26,1,5,9999,2,1,2,2,2,3,3,3,3,3,3,3,3
619377,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,21,4,2,9999,888,2,888,888,888,3,3,3,3,3,3,3,3
619536,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,29,1,5,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
619537,9999,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,3,46,1,5,9999,2,1,2,2,2,3,3,3,3,3,3,3,3
619587,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,37,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
619664,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,33,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
628133,9999,1,2,1,2,2,1,1,2,2,2,2,2,2,2,3,1,19,1,2,9999,2,2,2,2,2,2,2,2,2,2,2,1,2
628134,9999,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,27,1,5,9999,1,2,2,2,2,2,2,2,2,2,2,2,2
628135,9999,1,1,1,1,2,1,1,1,2,2,2,2,2,1,5,3,19,1,5,9999,1,2,2,2,2,1,1,2,2,1,1,1,1
628335,9999,1,1,1,1,1,1,1,1,2,2,2,2,2,1,5,11,32,4,5,9999,1,1,1,2,2,2,2,2,2,1,1,1,1
628347,9999,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,24,1,5,9999,1,2,1,2,1,2,2,1,2,2,2,2,2
628465,9999,1,1,1,1,2,1,1,2,2,2,2,2,2,2,4,4,19,4,2,9999,2,2,2,2,1,2,1,2,2,2,1,1,2
628669,9999,1,1,1,1,1,1,1,2,2,2,2,2,2,1,5,7,20,6,5,9999,2,1,2,2,2,1,1,2,2,1,1,1,888
629075,9999,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,29,1,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
629076,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,23,1,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
629077,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,22,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
629087,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,20,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
629140,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,18,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
629141,9999,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,20,1,5,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
629336,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,29,4,1,9999,999,999,999,999,999,3,3,3,3,3,3,3,3
629337,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,32,5,1,9999,1,2,2,2,1,3,3,3,3,3,3,3,3
629364,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,0,37,1,5,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
629453,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,26,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
629620,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,27,1,2,9999,888,2,2,2,2,3,3,3,3,3,3,3,3
629665,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,20,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
629666,9999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,21,5,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
629667,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,27,4,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
708200,9999,1,1,1,1,1,1,1,2,2,2,1,2,2,1,4,6,56,3,2,9999,2,1,1,2,1,1,1,2,1,1,1,1,1
708201,9999,1,1,2,2,2,1,1,2,2,2,2,2,2,1,3,4,29,1,2,9999,2,1,1,2,1,2,2,2,2,1,2,1,2
708255,9999,1,1,1,1,2,1,1,1,2,2,2,2,2,2,5,4,35,1,5,9999,2,1,2,2,2,2,2,2,2,2,1,1,2
708257,9999,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,21,1,2,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
708258,9999,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,16,29,5,1,9999,1,1,2,2,1,1,1,1,2,1,1,1,1
708261,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,5,30,1,2,9999,1,1,2,888,1,1,1,1,1,1,1,2,1
708319,9999,1,1,1,1,1,1,2,2,2,1,2,2,2,1,5,9,36,1,5,9999,1,1,1,1,1,1,1,2,2,1,1,1,1
708334,9999,1,1,1,1,1,1,1,1,2,2,2,2,2,1,5,7,20,5,2,9999,2,2,2,2,2,1,1,2,2,1,1,1,1
708348,9999,1,1,1,1,1,1,2,1,1,1,2,2,2,2,5,5,30,2,5,9999,888,1,2,2,2,1,1,2,1,2,1,1,1
708356,9999,1,1,1,1,1,1,1,1,2,1,1,2,2,2,5,8,26,4,1,9999,1,2,1,1,1,2,1,2,1,2,1,1,1
708359,9999,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,33,1,5,9999,2,2,2,2,2,2,2,2,2,2,2,1,2
708363,9999,1,1,1,1,2,1,2,2,2,2,2,2,2,1,5,10,33,1,1,9999,2,1,2,2,1,1,1,2,2,1,1,1,1
708370,9999,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,0,21,1,1,9999,2,1,2,2,1,2,2,2,1,2,2,2,2
708371,9999,2,1,1,1,1,1,1,1,1,1,1,2,2,2,4,3,18,1,5,9999,2,2,2,2,1,2,1,2,1,2,1,1,1
708372,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,10,24,4,5,9999,2,1,1,2,1,2,2,2,1,2,1,1,888
708379,9999,1,1,1,1,1,1,2,2,1,2,2,2,2,2,5,8,32,1,5,9999,1,1,888,2,1,1,1,1,2,1,1,2,1
708426,9999,1,1,1,1,1,1,1,1,2,2,2,2,2,2,5,4,34,1,5,9999,1,1,2,2,1,1,1,2,2,1,1,1,1
708447,9999,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,33,4,1,9999,1,1,2,2,1,2,2,2,2,2,2,2,2
708448,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,6,32,1,7,9999,1,1,2,2,2,1,1,2,1,1,1,1,1
708450,9999,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,1,21,1,1,9999,2,2,2,2,1,2,2,2,2,2,2,2,2
708451,9999,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,24,1,5,9999,1,1,1,2,1,2,2,1,1,1,1,1,1
708461,9999,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,6,49,3,1,9999,2,1,1,2,2,2,2,2,2,1,2,1,2
708462,9999,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,5,40,3,1,9999,1,2,888,888,888,2,2,2,2,2,2,1,2
708463,9999,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,5,36,1,1,9999,1,2,2,2,2,2,2,2,2,2,2,1,2
708464,9999,1,1,1,1,2,1,1,2,2,2,2,2,2,2,5,3,40,2,5,9999,2,2,2,2,2,2,2,2,2,1,2,1,2
708467,9999,1,1,1,1,2,1,2,1,2,2,1,2,2,2,5,7,25,5,1,9999,999,1,1,2,2,1,1,2,1,2,1,1,1
708468,9999,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,2,23,1,2,9999,2,2,2,2,2,2,2,2,2,2,1,2,2
708469,9999,1,2,1,1,2,2,1,2,2,2,2,2,2,2,3,4,26,1,5,9999,2,1,2,2,2,2,2,2,2,1,2,1,2
708496,9999,1,1,1,1,2,1,1,2,2,2,2,2,2,1,4,2,41,1,5,9999,2,2,2,2,2,1,1,2,2,1,1,1,888
708500,9999,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,2,20,5,5,9999,2,1,2,2,2,1,1,2,2,2,1,1,2
708501,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,2,5,8,33,4,5,9999,2,1,2,2,2,1,1,2,1,1,1,1,1
708527,9999,1,1,1,1,2,1,1,1,2,1,2,1,2,2,5,1,19,4,5,9999,1,1,2,2,2,1,1,1,2,2,1,2,2
708528,9999,1,1,1,1,2,1,1,1,1,2,2,2,2,2,5,4,28,4,5,9999,2,1,2,2,2,1,1,2,2,1,1,1,888
708529,9999,1,2,2,2,2,1,1,2,2,2,2,2,2,2,3,1,20,4,2,9999,2,2,2,2,2,1,2,2,2,1,2,1,2
708530,9999,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,28,1,2,9999,2,2,2,2,2,2,2,2,2,2,2,1,2
708531,9999,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,5,47,1,3,9999,2,1,1,1,1,2,2,2,2,1,2,2,2
708532,999,1,1,1,1,2,1,1,1,1,2,2,2,2,2,3,3,35,1,5,9999,2,1,2,2,2,2,2,1,2,2,2,1,1
708549,9999,1,2,1,2,2,1,2,2,2,2,2,2,2,2,3,0,35,1,5,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
708571,9999,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,48,1,3,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
708572,9999,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,38,1,5,9999,2,2,2,2,2,1,2,2,2,2,2,2,2
708590,9999,1,1,1,1,1,1,1,1,2,2,1,2,2,2,5,13,21,1,5,9999,1,1,1,2,1,1,1,1,1,2,1,1,1
708592,9999,1,1,1,2,2,1,1,1,2,2,2,2,2,2,4,3,25,1,5,9999,1,1,2,2,1,1,1,2,2,2,2,1,2
708593,9999,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,3,19,1,2,9999,2,2,2,2,2,2,2,2,2,2,1,1,2
708595,9999,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,3,25,4,5,9999,2,1,1,2,1,2,1,2,2,2,2,2,888
708621,9999,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,1,25,1,5,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
708622,9999,1,2,1,2,1,1,2,2,1,2,2,2,2,2,3,0,31,5,1,9999,2,2,2,2,1,2,2,2,2,2,2,2,2
708668,999,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,11,33,1,2,9999,1,2,2,2,1,1,1,1,1,1,1,1,1
708670,9999,1,1,1,1,1,1,1,1,2,1,2,2,2,1,5,11,29,4,6,9999,1,1,1,1,1,1,1,1,2,1,1,1,888
708671,9999,1,1,1,2,2,1,1,1,1,1,2,2,2,2,4,2,30,4,2,9999,2,2,2,2,2,2,2,2,2,2,1,1,1
708672,9999,1,2,1,2,2,2,1,2,1,2,2,2,2,2,3,2,39,1,4,9999,2,2,2,2,2,2,2,2,2,2,1,2,2
708673,9999,1,1,1,1,1,1,1,1,1,2,1,2,2,1,5,12,24,5,5,9999,1,2,2,2,1,1,1,2,1,1,1,1,888
708697,9999,1,2,1,1,2,1,2,2,2,2,2,2,2,2,3,3,30,4,5,9999,2,2,2,2,2,1,2,2,2,2,2,2,2
708698,9999,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,36,1,2,9999,2,2,2,2,2,2,2,2,2,2,2,2,2
708699,9999,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,5,33,1,5,9999,2,1,2,2,2,1,1,2,2,2,2,2,888
708700,9999,1,1,1,2,2,1,2,2,2,2,2,2,2,2,3,3,35,1,5,9999,2,2,2,2,2,2,2,2,2,2,1,1,2
709358,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,30,1,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709373,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,23,4,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709378,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,19,1,5,9999,2,2,2,2,1,3,3,3,3,3,3,3,3
709423,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,39,4,2,9999,2,1,2,2,1,3,3,3,3,3,3,3,3
709424,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,3,29,4,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709425,9999,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,0,32,6,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709445,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,30,4,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709446,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,0,24,5,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709497,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,33,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709498,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,20,4,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709499,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,21,1,2,9999,1,2,2,2,1,3,3,3,3,3,3,3,3
709533,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,23,4,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709548,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,21,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709569,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,5,25,1,5,9999,2,1,2,2,1,3,3,3,3,3,3,3,3
709570,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,26,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709588,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,30,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709589,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,23,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709590,9999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,24,1,5,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709623,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,20,1,2,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
709679,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,30,999,5,9999,2,2,2,2,888,3,3,3,3,3,3,3,3
808365,9999,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,0,31,2,1,9999,2,2,2,2,2,1,2,2,2,2,2,2,2
808366,9999,1,1,1,1,2,1,2,1,2,2,2,2,2,2,5,7,21,4,5,9999,1,1,2,2,1,2,2,1,1,1,1,1,1
808367,9999,2,2,2,1,2,1,1,2,2,2,2,2,2,1,0,1,39,2,1,9999,2,2,2,2,2,2,2,2,1,1,2,2,2
808368,9999,1,1,1,1,2,1,1,1,2,1,2,2,2,1,4,6,35,4,1,9999,2,1,2,2,2,2,2,2,2,1,2,1,1
808369,9999,1,1,2,1,2,1,2,2,2,2,2,2,2,2,3,6,32,1,1,9999,2,2,2,1,2,2,2,2,2,2,2,2,2
808471,9999,1,1,1,1,2,1,2,2,2,2,1,2,2,1,5,5,34,1,5,9999,1,1,1,2,1,2,2,2,1,1,1,1,1
808472,9999,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,1,35,1,5,9999,2,1,1,2,2,1,2,2,2,2,1,1,2
808473,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,8,42,4,3,9999,2,1,2,2,1,2,2,2,1,1,1,1,2
808474,9999,1,1,1,1,1,1,1,2,2,2,1,1,2,1,5,8,22,1,1,9999,2,2,1,2,2,1,2,1,1,1,1,1,2
808552,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,15,36,4,1,9999,1,1,2,2,1,1,1,1,1,1,1,1,1
808566,9999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,14,29,1,1,9999,888,1,1,2,1,1,1,1,1,1,1,1,1
808568,9999,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,6,46,1,5,9999,1,2,2,2,1,2,2,1,1,1,1,1,1
808676,9999,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,0,35,1,1,9999,1,2,2,2,1,2,2,1,1,1,1,1,2
808677,9999,1,1,1,1,2,1,1,2,2,2,1,2,2,2,3,6,25,1,1,9999,2,2,1,2,1,2,2,1,1,1,2,1,888
808678,9999,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,26,1,5,9999,2,2,2,2,1,2,2,2,2,2,2,2,2
808695,9999,1,1,1,1,1,1,1,1,2,1,1,2,2,1,4,9,27,1,1,9999,1,1,2,2,1,1,1,2,1,1,2,1,1
808696,9999,1,1,1,1,2,1,1,1,2,1,1,2,2,2,4,7,29,1,1,9999,2,2,2,1,1,2,2,2,1,2,1,1,2
809538,9999,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,40,3,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
809567,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,24,1,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
809674,9999,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,22,1,1,9999,2,2,2,2,2,3,3,3,3,3,3,3,3
809675,9999,1,1,1,2,2,2,2,2,2,2,2,2,2,2,5,4,33,4,5,9999,1,1,2,2,2,3,3,3,3,3,3,3,3
908001,9999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,19,999,1,9999,999,999,999,999,999,999,999,999,999,999,999,999,999
908003,9999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,0,35,999,1,9999,999,999,999,999,999,999,999,999,999,999,999,999,999
909002,9999,2,1,999,999,999,999,999,999,999,999,999,999,999,999,1,0,26,999,999,9999,999,999,999,999,999,3,3,999,999,999,999,999,999
909004,9999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,35,5,5,9999,2,2,2,2,2,3,3,9999,9999,9999,999,999,9999
