,id,abuse_past_year,abuse_status,length_relationship,partner_abusive,num_abusers,num_children,pregnant,beaten_while_pregnant,support_score,guns_in_home,jealous_past_year,limit_family_contact,location_tracking,threat_hit,thrown_object,push_shove,slap,kick_punch,hit_object,beaten,choked,threat_knife,threat_gun,rape_with_threat,power_scale,harass_scale,id_age,age_disparity,children_not_partner,same_sex_relationship,partner_drug_use,partner_alcohol_use,threat_suicide,partner_reported_child_abuse,partner_arrested,violence_increased,severity_increased,weapon_ever,choked_ever,rape_ever,controlled_ever,jealous,capable_murder,reassault
112,168322,1,0,4,1,1,1,0,0,8,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,3,1,21,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
113,168328,1,1,1,1,2,1,0,0,10,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,3,3,19,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
114,168329,1,1,4,1,1,1,0,0,11,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,2,6,20,0,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.0
115,168330,1,1,1,1,1,1,0,1,11,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,4,14,21,-1,5,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0.0
116,168332,1,1,4,1,1,1,0,0,12,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
117,168333,1,0,3,1,1,2,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,9,29,0,5,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1.0
118,168338,1,1,1,1,2,1,0,1,12,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,4,3,19,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0
119,168339,1,1,2,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,2,18,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
120,168340,1,1,4,1,1,1,0,0,12,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,4,4,33,0,5,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1.0
121,168342,1,1,4,1,1,2,1,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,19,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
122,168349,1,0,1,1,1,2,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,5,5,28,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1.0
123,168354,1,1,2,1,1,1,0,0,12,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,35,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
124,168396,1,1,1,0,1,2,0,1,10,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,3,8,19,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1.0
125,168398,1,1,5,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,3,1,18,-1,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.0
126,168454,1,1,4,1,1,2,0,0,10,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,5,5,32,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1.0
127,168518,1,1,1,1,1,1,1,0,12,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,18,-2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
128,168519,1,1,1,0,1,2,0,1,11,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,2,0,24,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0.0
129,168524,1,1,2,0,1,1,0,0,7,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0
130,168526,1,0,2,1,1,0,1,1,12,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,4,5,18,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1.0
131,168563,1,1,5,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,5,10,25,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0.0
132,168610,1,1,2,1,1,1,0,1,12,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,3,7,18,-1,5,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1.0
133,168612,1,0,3,1,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,22,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1.0
134,168616,1,1,3,1,1,1,0,1,7,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,4,9,18,0,5,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0.0
135,168618,1,1,4,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,50,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1.0
136,168619,1,1,3,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,8,41,-1,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1.0
137,168624,1,1,1,1,1,1,0,0,12,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,3,2,18,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
138,168627,1,1,2,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,3,5,18,-1,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.0
139,168628,1,1,5,1,1,2,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,31,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0
140,169069,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
141,169203,0,0,2,0,0,0,0,0,11,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,19,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0
142,169206,0,0,3,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
143,169207,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
144,169240,0,0,5,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0
145,169243,0,0,4,0,0,2,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
146,169244,0,0,2,0,0,0,1,0,11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,21,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0
147,169248,0,0,1,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0
148,169249,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0
149,169250,0,0,3,0,0,1,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,18,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
150,169254,0,0,3,0,0,2,0,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,29,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
151,169326,0,0,4,0,0,0,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,18,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0
152,169331,0,0,3,0,0,0,1,0,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0
153,169343,0,0,4,0,0,2,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,-1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0
154,169352,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,20,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
155,169353,0,0,5,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0
156,169404,0,1,2,0,0,2,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,28,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0
157,169517,0,1,1,0,0,1,0,0,7,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0
158,169613,0,1,3,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,0,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.0
159,169615,0,0,5,0,0,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
160,169617,0,0,5,0,0,2,0,0,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
161,218042,1,0,2,1,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
162,218048,1,1,4,1,2,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,6,30,-2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1.0
163,218148,1,1,2,1,1,2,0,0,10,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,4,31,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1.0
164,218160,1,1,1,1,1,0,0,0,11,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,27,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1.0
165,219147,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,26,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0
166,219235,0,0,3,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
167,228284,1,1,1,0,1,0,1,0,10,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,4,7,24,0,2,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1.0
168,229047,0,0,3,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0
169,308001,1,0,2,1,1,0,0,0,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,2,31,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0
170,308002,1,1,2,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,4,5,18,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1.0
171,308003,1,1,2,1,1,0,0,1,8,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,3,10,31,-1,6,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1.0
172,308004,1,1,5,1,1,1,0,0,10,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,27,-1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0
173,308005,1,1,3,0,1,0,0,0,12,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,5,6,19,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0.0
174,308006,1,0,5,0,2,0,0,1,10,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,5,10,30,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0.0
175,308007,1,0,6,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,2,50,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0
176,308008,1,1,3,1,1,0,0,0,11,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,2,1,41,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0
177,308032,1,1,1,1,2,1,0,0,11,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,4,2,33,-2,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1.0
178,308033,1,0,1,1,1,0,0,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,35,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1.0
179,308034,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,5,4,45,1,2,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1.0
180,308035,1,1,2,1,1,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,4,42,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0
181,308037,1,1,4,0,2,0,0,1,10,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,5,4,36,0,2,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0.0
182,308043,1,0,1,0,1,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
183,308044,1,1,2,0,2,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,13,24,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1.0
184,308045,1,0,4,1,1,0,0,0,12,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,4,8,25,0,2,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1.0
185,308046,1,0,5,1,1,0,0,0,8,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,3,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
186,308049,1,1,3,1,1,2,0,0,12,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,4,12,18,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0.0
187,308056,1,1,2,1,1,666,0,0,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,40,-2,999,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1.0
188,308057,1,1,1,0,2,0,0,0,8,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,3,5,18,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1.0
189,308060,1,0,4,1,1,0,0,0,12,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,3,1,25,-2,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0.0
190,308061,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,4,7,24,-1,2,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0.0
191,308062,1,0,3,1,1,0,0,0,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,47,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
192,308064,1,1,1,0,2,2,0,0,10,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,20,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.0
193,308066,1,1,5,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,5,13,33,0,2,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0.0
194,308067,1,0,3,0,1,0,0,0,11,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,29,0,2,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1.0
195,308079,1,1,4,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,11,37,1,2,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1.0
196,308080,1,1,1,1,1,0,0,0,11,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,4,5,29,0,2,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1.0
197,308081,1,1,3,1,1,2,0,0,12,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,4,6,31,-3,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0.0
198,308082,1,1,6,1,1,0,0,0,11,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,2,4,40,-1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.0
199,308085,1,1,1,1,1,0,0,0,11,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,3,4,20,0,2,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1.0
200,308086,1,1,2,1,1,2,0,0,11,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,4,5,43,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0.0
201,308088,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,5,14,30,-1,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1.0
202,308090,1,1,1,1,1,0,0,0,12,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,3,1,21,-2,2,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1.0
203,308093,1,1,4,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,4,6,38,0,2,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1.0
204,308124,1,1,5,1,1,2,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,15,26,-1,5,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1.0
205,308125,1,1,1,1,1,0,0,0,10,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,4,5,36,0,2,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1.0
206,308126,1,1,2,1,1,0,0,0,12,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,2,3,34,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1.0
207,308128,1,1,5,1,1,1,0,0,10,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,13,47,-2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1.0
208,308129,1,1,2,1,1,0,0,0,10,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,2,7,19,-1,2,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1.0
209,308130,1,1,6,1,1,2,0,1,11,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,5,11,40,-2,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0.0
210,308131,1,1,4,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,5,8,36,-2,2,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1.0
211,308132,1,1,6,1,1,0,0,0,10,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,4,10,38,-1,2,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0.0
212,308136,1,1,6,1,1,0,0,0,5,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,5,5,50,0,2,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1.0
213,308142,1,1,4,0,2,0,0,1,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,29,-1,2,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1.0
214,308144,1,1,5,1,1,1,0,0,11,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,5,10,48,0,5,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0.0
215,308145,1,1,1,0,1,0,0,0,8,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,3,8,41,1,2,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0.0
216,308146,1,1,4,1,1,0,0,0,10,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,5,9,34,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1.0
217,308149,1,0,4,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,5,8,38,0,2,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1.0
218,308150,1,1,2,0,1,0,0,0,11,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,2,4,19,0,2,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1.0
219,308151,1,1,1,1,1,0,0,0,8,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,3,4,18,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0
220,308153,1,1,1,1,1,0,0,0,12,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,5,12,38,-1,2,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1.0
221,308166,1,1,6,1,1,2,0,0,6,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,5,10,38,-1,5,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1.0
222,308167,1,1,5,1,1,0,0,0,11,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,4,9,46,0,2,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1.0
223,308168,1,1,1,1,1,1,0,0,7,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4,3,29,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.0
224,308174,1,1,2,0,1,0,0,0,11,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,3,6,20,-1,2,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1.0
225,308186,1,1,5,1,1,2,0,0,12,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,5,12,38,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1.0
226,308189,1,1,1,0,2,0,0,0,11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,8,33,-1,2,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1.0
227,308190,1,0,4,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,39,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0
228,308191,1,1,2,1,1,0,0,0,11,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,5,9,33,-1,2,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1.0
